file_a,file_b,relation,overlap_m2,overlap_pct_a,overlap_pct_b,bearing_deg
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0054_00000564.tif,cross_route,503931.0,71.338,69.684,99.07
O2023_85_45_1_0026_00002352.tif,O2023_85_48_1_0054_00000565.tif,cross_route,445578.0,63.077,61.595,64.46
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0052_00000185.tif,cross_route,740.0,0.104,0.102,249.35
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0052_00000186.tif,cross_route,1050.0,0.148,0.146,257.79
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0052_00000188.tif,cross_route,632.0,0.089,0.088,276.0
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0053_00000194.tif,cross_route,288837.0,40.748,39.884,304.75
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0053_00000195.tif,cross_route,394506.0,55.656,54.291,283.06
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0053_00000196.tif,cross_route,398240.0,56.183,54.602,257.33
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0053_00000197.tif,cross_route,298870.0,42.164,41.032,236.7
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0053_00000198.tif,cross_route,205504.0,28.992,28.281,222.6
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0053_00000199.tif,cross_route,108832.0,15.354,14.972,213.26
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0053_00000200.tif,cross_route,11552.0,1.63,1.592,207.07
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0054_00000559.tif,cross_route,47232.0,6.663,6.531,160.87
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0054_00000560.tif,cross_route,164864.0,23.259,22.828,155.32
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0054_00000561.tif,cross_route,282205.0,39.813,38.971,145.92
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0054_00000562.tif,cross_route,396202.0,55.895,54.713,129.11
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0054_00000563.tif,cross_route,509600.0,71.893,70.373,98.76
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0054_00000564.tif,cross_route,448050.0,63.21,61.957,64.23
O2023_85_45_1_0026_00002353.tif,O2023_85_48_1_0054_00000565.tif,cross_route,332580.0,46.92,45.975,41.79
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0052_00000185.tif,cross_route,537.0,0.075,0.074,258.3
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0052_00000186.tif,cross_route,692.0,0.097,0.096,267.32
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0053_00000194.tif,cross_route,190834.0,26.684,26.351,318.53
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0053_00000195.tif,cross_route,295845.0,41.368,40.713,304.01
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0053_00000196.tif,cross_route,399406.0,55.849,54.762,282.53
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0053_00000197.tif,cross_route,399244.0,55.826,54.813,258.08
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0053_00000198.tif,cross_route,306535.0,42.863,42.184,237.58
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0053_00000199.tif,cross_route,210022.0,29.367,28.893,223.08
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0053_00000200.tif,cross_route,112902.0,15.787,15.558,213.7
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0053_00000201.tif,cross_route,17574.0,2.457,2.421,207.46
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0054_00000558.tif,cross_route,53640.0,7.5,7.41,161.14
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0054_00000559.tif,cross_route,171171.0,23.935,23.67,155.52
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0054_00000560.tif,cross_route,288949.0,40.404,40.01,146.14
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0054_00000561.tif,cross_route,406272.0,56.809,56.104,128.48
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0054_00000562.tif,cross_route,520406.0,72.768,71.865,97.41
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0054_00000563.tif,cross_route,448103.0,62.658,61.881,62.26
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0054_00000564.tif,cross_route,331968.0,46.419,45.905,40.78
O2023_85_45_1_0026_00002354.tif,O2023_85_48_1_0054_00000565.tif,cross_route,216348.0,30.252,29.907,29.1
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0052_00000182.tif,cross_route,227.0,0.032,0.031,242.39
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0052_00000183.tif,cross_route,1536.0,0.214,0.211,249.96
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0052_00000184.tif,cross_route,3222.0,0.45,0.444,258.33
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0052_00000185.tif,cross_route,5560.0,0.776,0.769,267.49
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0052_00000186.tif,cross_route,4984.0,0.696,0.691,276.69
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0052_00000187.tif,cross_route,2802.0,0.391,0.39,285.55
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0052_00000188.tif,cross_route,2170.0,0.303,0.303,293.74
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0053_00000194.tif,cross_route,95613.0,13.351,13.203,327.66
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0053_00000195.tif,cross_route,201348.0,28.116,27.709,318.21
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0053_00000196.tif,cross_route,305772.0,42.697,41.924,303.51
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0053_00000197.tif,cross_route,402038.0,56.14,55.196,282.37
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0053_00000198.tif,cross_route,407082.0,56.844,56.021,258.34
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0053_00000199.tif,cross_route,309456.0,43.212,42.573,237.14
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0053_00000200.tif,cross_route,211216.0,29.494,29.106,222.73
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0053_00000201.tif,cross_route,114631.0,16.007,15.791,213.45
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0053_00000202.tif,cross_route,18330.0,2.56,2.513,207.37
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0054_00000557.tif,cross_route,55650.0,7.771,7.675,160.72
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0054_00000558.tif,cross_route,170660.0,23.831,23.575,155.38
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0054_00000559.tif,cross_route,287082.0,40.087,39.698,145.91
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0054_00000560.tif,cross_route,404064.0,56.422,55.949,128.4
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0054_00000561.tif,cross_route,520430.0,72.671,71.869,96.85
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0054_00000562.tif,cross_route,446641.0,62.368,61.679,62.27
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0054_00000563.tif,cross_route,329784.0,46.05,45.541,40.76
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0054_00000564.tif,cross_route,214600.0,29.966,29.675,29.42
O2023_85_45_1_0026_00002355.tif,O2023_85_48_1_0054_00000565.tif,cross_route,99774.0,13.932,13.792,22.67
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0052_00000182.tif,cross_route,392.0,0.054,0.054,250.39
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0052_00000183.tif,cross_route,2196.0,0.305,0.302,258.84
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0052_00000184.tif,cross_route,4212.0,0.585,0.581,267.79
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0052_00000185.tif,cross_route,4952.0,0.688,0.684,277.1
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0052_00000186.tif,cross_route,3696.0,0.513,0.513,285.95
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0052_00000187.tif,cross_route,1836.0,0.255,0.255,294.06
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0052_00000188.tif,cross_route,1043.0,0.145,0.145,301.31
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0053_00000195.tif,cross_route,102816.0,14.279,14.149,327.42
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0053_00000196.tif,cross_route,206918.0,28.737,28.37,317.98
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0053_00000197.tif,cross_route,303667.0,42.173,41.691,303.56
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0053_00000198.tif,cross_route,400328.0,55.597,55.092,283.61
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0053_00000199.tif,cross_route,410766.0,57.047,56.51,258.86
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0053_00000200.tif,cross_route,312526.0,43.403,43.067,237.62
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0053_00000201.tif,cross_route,215776.0,29.967,29.725,223.17
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0053_00000202.tif,cross_route,119145.0,16.547,16.336,213.91
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0053_00000203.tif,cross_route,23370.0,3.246,3.2,207.29
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0054_00000556.tif,cross_route,60926.0,8.461,8.396,160.57
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0054_00000557.tif,cross_route,178080.0,24.732,24.559,155.13
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0054_00000558.tif,cross_route,293090.0,40.704,40.487,146.0
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0054_00000559.tif,cross_route,408852.0,56.781,56.536,128.26
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0054_00000560.tif,cross_route,525504.0,72.982,72.765,96.22
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0054_00000561.tif,cross_route,444931.0,61.792,61.443,60.98
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0054_00000562.tif,cross_route,328950.0,45.684,45.426,39.92
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0054_00000563.tif,cross_route,212576.0,29.522,29.356,28.77
O2023_85_45_1_0026_00002356.tif,O2023_85_48_1_0054_00000564.tif,cross_route,97875.0,13.593,13.534,22.39
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0052_00000184.tif,cross_route,1242.0,0.172,0.171,276.92
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0052_00000185.tif,cross_route,1852.0,0.256,0.256,285.85
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0052_00000186.tif,cross_route,1224.0,0.169,0.17,293.95
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0052_00000187.tif,cross_route,300.0,0.041,0.042,301.13
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0053_00000195.tif,cross_route,7296.0,1.009,1.004,332.96
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0053_00000196.tif,cross_route,110410.0,15.271,15.138,326.55
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0053_00000197.tif,cross_route,206987.0,28.629,28.418,316.96
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0053_00000198.tif,cross_route,302560.0,41.848,41.637,303.44
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0053_00000199.tif,cross_route,400160.0,55.347,55.051,282.9
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0053_00000200.tif,cross_route,405650.0,56.107,55.9,258.6
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0053_00000201.tif,cross_route,309372.0,42.79,42.618,237.91
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0053_00000202.tif,cross_route,213057.0,29.469,29.212,223.72
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0053_00000203.tif,cross_route,118534.0,16.395,16.23,213.98
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0054_00000555.tif,cross_route,58578.0,8.102,8.07,161.19
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0054_00000556.tif,cross_route,178738.0,24.722,24.632,155.76
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0054_00000557.tif,cross_route,297000.0,41.079,40.959,146.75
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0054_00000558.tif,cross_route,413250.0,57.158,57.086,129.86
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0054_00000559.tif,cross_route,529660.0,73.259,73.242,97.54
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0054_00000560.tif,cross_route,453840.0,62.772,62.842,60.79
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0054_00000561.tif,cross_route,334191.0,46.223,46.15,39.08
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0054_00000562.tif,cross_route,217266.0,30.051,30.003,27.98
O2023_85_45_1_0026_00002357.tif,O2023_85_48_1_0054_00000563.tif,cross_route,100096.0,13.845,13.823,21.68
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0052_00000183.tif,cross_route,1236.0,0.171,0.17,277.22
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0052_00000184.tif,cross_route,1848.0,0.256,0.255,285.94
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0052_00000185.tif,cross_route,1824.0,0.253,0.252,294.19
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0052_00000186.tif,cross_route,882.0,0.122,0.122,301.4
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0053_00000196.tif,cross_route,13464.0,1.865,1.846,333.01
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0053_00000197.tif,cross_route,110838.0,15.357,15.217,326.54
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0053_00000198.tif,cross_route,206244.0,28.575,28.383,317.79
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0053_00000199.tif,cross_route,304164.0,42.142,41.845,303.73
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0053_00000200.tif,cross_route,400860.0,55.539,55.24,283.07
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0053_00000201.tif,cross_route,408148.0,56.549,56.226,258.81
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0053_00000202.tif,cross_route,311199.0,43.116,42.668,238.04
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0053_00000203.tif,cross_route,217002.0,30.066,29.713,223.29
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0054_00000555.tif,cross_route,177548.0,24.599,24.46,155.52
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0054_00000556.tif,cross_route,296908.0,41.136,40.917,146.19
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0054_00000557.tif,cross_route,414220.0,57.39,57.125,128.96
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0054_00000558.tif,cross_route,529695.0,73.389,73.171,97.42
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0054_00000559.tif,cross_route,453492.0,62.831,62.709,61.13
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0054_00000560.tif,cross_route,333289.0,46.177,46.149,39.19
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0054_00000561.tif,cross_route,214912.0,29.776,29.678,28.0
O2023_85_45_1_0026_00002358.tif,O2023_85_48_1_0054_00000562.tif,cross_route,99090.0,13.729,13.684,21.67
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0052_00000184.tif,cross_route,606.0,0.085,0.084,294.01
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0052_00000185.tif,cross_route,580.0,0.081,0.08,301.35
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0053_00000197.tif,cross_route,13961.0,1.947,1.917,332.56
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0053_00000198.tif,cross_route,108580.0,15.146,14.942,326.69
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0053_00000199.tif,cross_route,206180.0,28.761,28.365,317.46
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0053_00000200.tif,cross_route,302560.0,42.205,41.694,303.27
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0053_00000201.tif,cross_route,398286.0,55.559,54.867,282.84
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0053_00000202.tif,cross_route,403655.0,56.308,55.344,258.73
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0053_00000203.tif,cross_route,310388.0,43.297,42.499,237.79
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0054_00000555.tif,cross_route,293216.0,40.902,40.396,146.79
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0054_00000556.tif,cross_route,412896.0,57.597,56.902,129.36
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0054_00000557.tif,cross_route,530370.0,73.984,73.143,97.37
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0054_00000558.tif,cross_route,457164.0,63.772,63.152,61.03
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0054_00000559.tif,cross_route,336579.0,46.951,46.542,39.1
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0054_00000560.tif,cross_route,216372.0,30.183,29.96,27.68
O2023_85_45_1_0026_00002359.tif,O2023_85_48_1_0054_00000561.tif,cross_route,98154.0,13.692,13.555,21.36
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0053_00000198.tif,cross_route,12140.0,1.7,1.671,332.85
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0053_00000199.tif,cross_route,109260.0,15.299,15.031,326.64
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0053_00000200.tif,cross_route,205166.0,28.727,28.272,317.35
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0053_00000201.tif,cross_route,300576.0,42.087,41.407,303.31
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0053_00000202.tif,cross_route,395620.0,55.395,54.242,282.8
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0053_00000203.tif,cross_route,405536.0,56.783,55.527,258.78
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0054_00000555.tif,cross_route,411046.0,57.555,56.629,129.78
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0054_00000556.tif,cross_route,530406.0,74.268,73.096,97.14
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0054_00000557.tif,cross_route,455195.0,63.737,62.776,60.45
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0054_00000558.tif,cross_route,338230.0,47.359,46.723,38.66
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0054_00000559.tif,cross_route,218595.0,30.608,30.227,27.54
O2023_85_45_1_0026_00002360.tif,O2023_85_48_1_0054_00000560.tif,cross_route,99026.0,13.866,13.712,21.12
O2023_85_45_1_0026_00002361.tif,O2023_85_48_1_0053_00000199.tif,cross_route,13376.0,1.879,1.84,332.94
O2023_85_45_1_0026_00002361.tif,O2023_85_48_1_0053_00000200.tif,cross_route,109440.0,15.376,15.081,326.68
O2023_85_45_1_0026_00002361.tif,O2023_85_48_1_0053_00000201.tif,cross_route,205166.0,28.826,28.263,317.46
O2023_85_45_1_0026_00002361.tif,O2023_85_48_1_0053_00000202.tif,cross_route,300685.0,42.246,41.226,303.19
O2023_85_45_1_0026_00002361.tif,O2023_85_48_1_0053_00000203.tif,cross_route,398895.0,56.045,54.618,283.0
O2023_85_45_1_0026_00002361.tif,O2023_85_48_1_0054_00000555.tif,cross_route,526044.0,73.909,72.472,97.83
O2023_85_45_1_0026_00002361.tif,O2023_85_48_1_0054_00000556.tif,cross_route,453230.0,63.679,62.46,60.66
O2023_85_45_1_0026_00002361.tif,O2023_85_48_1_0054_00000557.tif,cross_route,336126.0,47.226,46.355,38.7
O2023_85_45_1_0026_00002361.tif,O2023_85_48_1_0054_00000558.tif,cross_route,219632.0,30.858,30.34,27.46
O2023_85_45_1_0026_00002361.tif,O2023_85_48_1_0054_00000559.tif,cross_route,101106.0,14.205,13.981,21.22
O2023_85_45_1_0027_00002375.tif,O2023_85_48_1_0053_00000203.tif,cross_route,332.0,0.045,0.045,247.15
O2023_85_45_1_0027_00002375.tif,O2023_85_48_1_0054_00000555.tif,cross_route,128088.0,17.32,17.646,216.22
O2023_85_45_1_0027_00002375.tif,O2023_85_48_1_0054_00000556.tif,cross_route,223344.0,30.201,30.779,226.36
O2023_85_45_1_0027_00002375.tif,O2023_85_48_1_0054_00000557.tif,cross_route,316662.0,42.819,43.671,241.29
O2023_85_45_1_0027_00002375.tif,O2023_85_48_1_0054_00000558.tif,cross_route,409266.0,55.341,56.535,261.7
O2023_85_45_1_0027_00002375.tif,O2023_85_48_1_0054_00000559.tif,cross_route,383871.0,51.907,53.082,284.95
O2023_85_45_1_0027_00002375.tif,O2023_85_48_1_0054_00000560.tif,cross_route,288718.0,39.041,39.978,304.55
O2023_85_45_1_0027_00002375.tif,O2023_85_48_1_0054_00000561.tif,cross_route,194446.0,26.293,26.852,318.14
O2023_85_45_1_0027_00002375.tif,O2023_85_48_1_0054_00000562.tif,cross_route,100264.0,13.558,13.846,326.98
O2023_85_45_1_0027_00002375.tif,O2023_85_48_1_0054_00000563.tif,cross_route,4856.0,0.657,0.671,333.13
O2023_85_45_1_0027_00002376.tif,O2023_85_48_1_0053_00000203.tif,cross_route,179.0,0.024,0.025,240.04
O2023_85_45_1_0027_00002376.tif,O2023_85_48_1_0054_00000555.tif,cross_route,37359.0,5.058,5.147,209.63
O2023_85_45_1_0027_00002376.tif,O2023_85_48_1_0054_00000556.tif,cross_route,132462.0,17.936,18.255,216.6
O2023_85_45_1_0027_00002376.tif,O2023_85_48_1_0054_00000557.tif,cross_route,225933.0,30.592,31.158,226.75
O2023_85_45_1_0027_00002376.tif,O2023_85_48_1_0054_00000558.tif,cross_route,318384.0,43.11,43.981,241.66
O2023_85_45_1_0027_00002376.tif,O2023_85_48_1_0054_00000559.tif,cross_route,414915.0,56.18,57.375,262.58
O2023_85_45_1_0027_00002376.tif,O2023_85_48_1_0054_00000560.tif,cross_route,379766.0,51.421,52.585,286.13
O2023_85_45_1_0027_00002376.tif,O2023_85_48_1_0054_00000561.tif,cross_route,285950.0,38.718,39.488,305.52
O2023_85_45_1_0027_00002376.tif,O2023_85_48_1_0054_00000562.tif,cross_route,192072.0,26.007,26.524,318.59
O2023_85_45_1_0027_00002376.tif,O2023_85_48_1_0054_00000563.tif,cross_route,97120.0,13.15,13.412,327.43
O2023_85_45_1_0027_00002376.tif,O2023_85_48_1_0054_00000564.tif,cross_route,1830.0,0.248,0.253,333.43
O2023_85_45_1_0027_00002377.tif,O2023_85_48_1_0054_00000556.tif,cross_route,41535.0,5.615,5.724,210.41
O2023_85_45_1_0027_00002377.tif,O2023_85_48_1_0054_00000557.tif,cross_route,133736.0,18.078,18.443,217.43
O2023_85_45_1_0027_00002377.tif,O2023_85_48_1_0054_00000558.tif,cross_route,224640.0,30.366,31.031,227.57
O2023_85_45_1_0027_00002377.tif,O2023_85_48_1_0054_00000559.tif,cross_route,319284.0,43.16,44.151,242.65
O2023_85_45_1_0027_00002377.tif,O2023_85_48_1_0054_00000560.tif,cross_route,414770.0,56.067,57.432,263.79
O2023_85_45_1_0027_00002377.tif,O2023_85_48_1_0054_00000561.tif,cross_route,372997.0,50.421,51.509,286.87
O2023_85_45_1_0027_00002377.tif,O2023_85_48_1_0054_00000562.tif,cross_route,280840.0,37.963,38.783,305.45
O2023_85_45_1_0027_00002377.tif,O2023_85_48_1_0054_00000563.tif,cross_route,187772.0,25.382,25.93,318.51
O2023_85_45_1_0027_00002377.tif,O2023_85_48_1_0054_00000564.tif,cross_route,94357.0,12.755,13.048,327.21
O2023_85_45_1_0027_00002378.tif,O2023_85_48_1_0054_00000557.tif,cross_route,43142.0,5.859,5.95,210.54
O2023_85_45_1_0027_00002378.tif,O2023_85_48_1_0054_00000558.tif,cross_route,133736.0,18.163,18.474,217.5
O2023_85_45_1_0027_00002378.tif,O2023_85_48_1_0054_00000559.tif,cross_route,227756.0,30.932,31.494,227.71
O2023_85_45_1_0027_00002378.tif,O2023_85_48_1_0054_00000560.tif,cross_route,322772.0,43.837,44.693,243.29
O2023_85_45_1_0027_00002378.tif,O2023_85_48_1_0054_00000561.tif,cross_route,419728.0,57.005,57.962,264.62
O2023_85_45_1_0027_00002378.tif,O2023_85_48_1_0054_00000562.tif,cross_route,371250.0,50.421,51.268,287.36
O2023_85_45_1_0027_00002378.tif,O2023_85_48_1_0054_00000563.tif,cross_route,278799.0,37.865,38.501,306.06
O2023_85_45_1_0027_00002378.tif,O2023_85_48_1_0054_00000564.tif,cross_route,186000.0,25.261,25.72,318.9
O2023_85_45_1_0027_00002378.tif,O2023_85_48_1_0054_00000565.tif,cross_route,91352.0,12.407,12.628,327.51
O2023_85_45_1_0027_00002379.tif,O2023_85_48_1_0054_00000558.tif,cross_route,44156.0,5.989,6.1,210.79
O2023_85_45_1_0027_00002379.tif,O2023_85_48_1_0054_00000559.tif,cross_route,137240.0,18.614,18.978,217.77
O2023_85_45_1_0027_00002379.tif,O2023_85_48_1_0054_00000560.tif,cross_route,231470.0,31.395,32.051,228.35
O2023_85_45_1_0027_00002379.tif,O2023_85_48_1_0054_00000561.tif,cross_route,327484.0,44.417,45.224,244.05
O2023_85_45_1_0027_00002379.tif,O2023_85_48_1_0054_00000562.tif,cross_route,421383.0,57.153,58.191,265.14
O2023_85_45_1_0027_00002379.tif,O2023_85_48_1_0054_00000563.tif,cross_route,368874.0,50.031,50.94,287.97
O2023_85_45_1_0027_00002379.tif,O2023_85_48_1_0054_00000564.tif,cross_route,277008.0,37.571,38.305,306.35
O2023_85_45_1_0027_00002379.tif,O2023_85_48_1_0054_00000565.tif,cross_route,182988.0,24.819,25.296,319.11
O2023_85_45_1_0027_00002380.tif,O2023_85_48_1_0054_00000559.tif,cross_route,47061.0,6.389,6.508,210.92
O2023_85_45_1_0027_00002380.tif,O2023_85_48_1_0054_00000560.tif,cross_route,140503.0,19.076,19.455,218.16
O2023_85_45_1_0027_00002380.tif,O2023_85_48_1_0054_00000561.tif,cross_route,235572.0,31.984,32.531,228.8
O2023_85_45_1_0027_00002380.tif,O2023_85_48_1_0054_00000562.tif,cross_route,328692.0,44.626,45.391,244.44
O2023_85_45_1_0027_00002380.tif,O2023_85_48_1_0054_00000563.tif,cross_route,423747.0,57.532,58.517,265.73
O2023_85_45_1_0027_00002380.tif,O2023_85_48_1_0054_00000564.tif,cross_route,367092.0,49.84,50.762,288.32
O2023_85_45_1_0027_00002380.tif,O2023_85_48_1_0054_00000565.tif,cross_route,273700.0,37.16,37.835,306.71
O2023_85_45_1_0027_00002381.tif,O2023_85_48_1_0054_00000560.tif,cross_route,45920.0,6.224,6.358,211.46
O2023_85_45_1_0027_00002381.tif,O2023_85_48_1_0054_00000561.tif,cross_route,139057.0,18.848,19.203,218.65
O2023_85_45_1_0027_00002381.tif,O2023_85_48_1_0054_00000562.tif,cross_route,230442.0,31.234,31.823,229.12
O2023_85_45_1_0027_00002381.tif,O2023_85_48_1_0054_00000563.tif,cross_route,323592.0,43.859,44.686,244.57
