tile_a,route_a,fold_a,tile_b,route_b,fold_b,overlap_m2,pct_of_tile
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0053_00000199_8000_0.tif,85-48,0,3519.0,35.19
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0054_00000561_2000_2000.tif,85-48,0,2790.0,27.9
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0054_00000561_1000_2000.tif,85-48,0,1710.0,17.1
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0053_00000197_8000_3000.tif,85-48,0,2664.0,26.64
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0053_00000197_7000_3000.tif,85-48,0,936.0,9.36
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0054_00000563_1000_5000.tif,85-48,0,1290.0,12.9
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0054_00000563_2000_5000.tif,85-48,0,1710.0,17.1
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0054_00000564_1000_7000.tif,85-48,0,828.0,8.28
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0054_00000564_2000_7000.tif,85-48,0,972.0,9.72
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0053_00000195_7000_6000.tif,85-48,0,224.0,2.24
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0053_00000195_8000_6000.tif,85-48,0,576.0,5.76
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0054_00000560_1000_0.tif,85-48,0,210.0,2.1
O2023_85_45_1_0026_00002353_4000_6000.tif,85-45,2,O2023_85_48_1_0054_00000560_2000_0.tif,85-48,0,390.0,3.9
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000198_8780_2000.tif,85-48,0,736.0,7.36
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000198_8000_2000.tif,85-48,0,240.0,2.4
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0054_00000562_2000_4000.tif,85-48,0,480.0,4.8
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_8000_5000.tif,85-48,0,725.0,7.25
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_8790_5000.tif,85-48,0,2300.0,23.0
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000195_8000_7000.tif,85-48,0,1372.0,13.72
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000199_8000_0.tif,85-48,0,1519.0,15.19
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000195_8780_7000.tif,85-48,0,4606.0,46.06
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000199_9000_0.tif,85-48,0,4508.0,45.08
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0054_00000561_2000_2000.tif,85-48,0,2090.0,20.9
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000197_8000_3000.tif,85-48,0,1664.0,16.64
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000197_8790_3000.tif,85-48,0,6080.0,60.8
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0054_00000563_2000_5000.tif,85-48,0,3010.0,30.1
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0054_00000564_2000_7000.tif,85-48,0,3772.0,37.72
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000195_8780_6000.tif,85-48,0,8648.0,86.48
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000195_8000_6000.tif,85-48,0,2576.0,25.76
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0054_00000560_2000_0.tif,85-48,0,3290.0,32.9
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000198_8000_1000.tif,85-48,0,2760.0,27.6
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000198_8780_1000.tif,85-48,0,8464.0,84.64
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0054_00000562_2000_3000.tif,85-48,0,3520.0,35.2
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_8000_4000.tif,85-48,0,2175.0,21.75
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_8790_4000.tif,85-48,0,6900.0,69.0
O2023_85_45_1_0026_00002353_5000_5000.tif,85-45,2,O2023_85_48_1_0054_00000564_2000_6000.tif,85-48,0,3404.0,34.04
O2023_85_45_1_0026_00002354_2000_4000.tif,85-45,2,O2023_85_48_1_0053_00000199_6000_1000.tif,85-48,0,770.0,7.7
O2023_85_45_1_0026_00002354_2000_4000.tif,85-45,2,O2023_85_48_1_0054_00000561_0_3000.tif,85-48,0,1071.0,10.71
O2023_85_45_1_0026_00002354_2000_4000.tif,85-45,2,O2023_85_48_1_0053_00000197_6000_4000.tif,85-48,0,1950.0,19.5
O2023_85_45_1_0026_00002354_2000_4000.tif,85-45,2,O2023_85_48_1_0054_00000563_0_6000.tif,85-48,0,1856.0,18.56
O2023_85_45_1_0026_00002354_2000_4000.tif,85-45,2,O2023_85_48_1_0054_00000560_0_1000.tif,85-48,0,3696.0,36.96
O2023_85_45_1_0026_00002354_2000_4000.tif,85-45,2,O2023_85_48_1_0053_00000198_6000_2000.tif,85-48,0,4970.0,49.7
O2023_85_45_1_0026_00002354_2000_4000.tif,85-45,2,O2023_85_48_1_0054_00000562_0_4000.tif,85-48,0,4514.0,45.14
O2023_85_45_1_0026_00002354_2000_4000.tif,85-45,2,O2023_85_48_1_0053_00000196_6000_5000.tif,85-48,0,6264.0,62.64
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_6000_7000.tif,85-48,0,3024.0,30.24
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0053_00000200_6000_0.tif,85-48,0,3621.0,36.21
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0054_00000560_0_2000.tif,85-48,0,3696.0,36.96
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0053_00000198_6000_3000.tif,85-48,0,4970.0,49.7
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0054_00000562_0_5000.tif,85-48,0,4514.0,45.14
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0054_00000563_0_7000.tif,85-48,0,5046.0,50.46
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_6000_6000.tif,85-48,0,6264.0,62.64
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0054_00000559_0_0.tif,85-48,0,6528.0,65.28
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0053_00000199_6000_1000.tif,85-48,0,6230.0,62.3
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0054_00000561_0_3000.tif,85-48,0,5229.0,52.29
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0053_00000197_6000_4000.tif,85-48,0,5550.0,55.5
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0054_00000563_0_6000.tif,85-48,0,3944.0,39.44
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0054_00000560_0_1000.tif,85-48,0,2904.0,29.04
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0053_00000198_6000_2000.tif,85-48,0,2130.0,21.3
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0054_00000562_0_4000.tif,85-48,0,1586.0,15.86
O2023_85_45_1_0026_00002354_2000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_6000_5000.tif,85-48,0,936.0,9.36
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0053_00000195_7000_7000.tif,85-48,0,803.0,8.03
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0053_00000199_7000_0.tif,85-48,0,770.0,7.7
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0054_00000561_1000_2000.tif,85-48,0,1071.0,10.71
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0053_00000197_7000_3000.tif,85-48,0,1950.0,19.5
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0054_00000563_1000_5000.tif,85-48,0,1856.0,18.56
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0054_00000564_1000_7000.tif,85-48,0,2420.0,24.2
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0053_00000195_7000_6000.tif,85-48,0,3942.0,39.42
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0054_00000560_1000_0.tif,85-48,0,3696.0,36.96
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0053_00000198_7000_1000.tif,85-48,0,4970.0,49.7
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0054_00000562_1000_3000.tif,85-48,0,4514.0,45.14
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0053_00000196_7000_4000.tif,85-48,0,6264.0,62.64
O2023_85_45_1_0026_00002354_3000_3000.tif,85-45,2,O2023_85_48_1_0054_00000564_1000_6000.tif,85-48,0,4840.0,48.4
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000199_7000_1000.tif,85-48,0,770.0,7.7
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000199_6000_1000.tif,85-48,0,330.0,3.3
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000561_1000_3000.tif,85-48,0,1071.0,10.71
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000561_0_3000.tif,85-48,0,629.0,6.29
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000197_6000_4000.tif,85-48,0,650.0,6.5
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000197_7000_4000.tif,85-48,0,1950.0,19.5
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000563_0_6000.tif,85-48,0,1344.0,13.44
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000563_1000_6000.tif,85-48,0,1856.0,18.56
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000560_0_1000.tif,85-48,0,1904.0,19.04
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000560_1000_1000.tif,85-48,0,3696.0,36.96
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000198_7000_2000.tif,85-48,0,4970.0,49.7
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000198_6000_2000.tif,85-48,0,2030.0,20.3
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000562_1000_4000.tif,85-48,0,4514.0,45.14
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000562_0_4000.tif,85-48,0,2886.0,28.86
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000196_6000_5000.tif,85-48,0,2436.0,24.36
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000196_7000_5000.tif,85-48,0,6264.0,62.64
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000195_7000_7000.tif,85-48,0,6497.0,64.97
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000199_7000_0.tif,85-48,0,6230.0,62.3
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000561_1000_2000.tif,85-48,0,5229.0,52.29
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000197_7000_3000.tif,85-48,0,5550.0,55.5
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000563_1000_5000.tif,85-48,0,3944.0,39.44
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000564_1000_7000.tif,85-48,0,3080.0,30.8
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000195_7000_6000.tif,85-48,0,3358.0,33.58
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000560_1000_0.tif,85-48,0,2904.0,29.04
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000198_7000_1000.tif,85-48,0,2130.0,21.3
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000562_1000_3000.tif,85-48,0,1586.0,15.86
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0053_00000196_7000_4000.tif,85-48,0,936.0,9.36
O2023_85_45_1_0026_00002354_3000_4000.tif,85-45,2,O2023_85_48_1_0054_00000564_1000_6000.tif,85-48,0,660.0,6.6
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_7000_7000.tif,85-48,0,3024.0,30.24
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_6000_7000.tif,85-48,0,1176.0,11.76
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000200_6000_0.tif,85-48,0,1479.0,14.79
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000200_7000_0.tif,85-48,0,3621.0,36.21
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000560_1000_2000.tif,85-48,0,3696.0,36.96
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000560_0_2000.tif,85-48,0,1904.0,19.04
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000198_6000_3000.tif,85-48,0,2030.0,20.3
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000198_7000_3000.tif,85-48,0,4970.0,49.7
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000562_0_5000.tif,85-48,0,2886.0,28.86
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000562_1000_5000.tif,85-48,0,4514.0,45.14
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000563_0_7000.tif,85-48,0,3654.0,36.54
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_7000_6000.tif,85-48,0,6264.0,62.64
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_6000_6000.tif,85-48,0,2436.0,24.36
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000563_1000_7000.tif,85-48,0,5046.0,50.46
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000559_0_0.tif,85-48,0,3072.0,30.72
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000559_1000_0.tif,85-48,0,6528.0,65.28
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000199_7000_1000.tif,85-48,0,6230.0,62.3
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000199_6000_1000.tif,85-48,0,2670.0,26.7
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000561_1000_3000.tif,85-48,0,5229.0,52.29
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000561_0_3000.tif,85-48,0,3071.0,30.71
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000197_6000_4000.tif,85-48,0,1850.0,18.5
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000197_7000_4000.tif,85-48,0,5550.0,55.5
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000563_0_6000.tif,85-48,0,2856.0,28.56
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000563_1000_6000.tif,85-48,0,3944.0,39.44
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000560_0_1000.tif,85-48,0,1496.0,14.96
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000560_1000_1000.tif,85-48,0,2904.0,29.04
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000198_7000_2000.tif,85-48,0,2130.0,21.3
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000198_6000_2000.tif,85-48,0,870.0,8.7
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000562_1000_4000.tif,85-48,0,1586.0,15.86
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0054_00000562_0_4000.tif,85-48,0,1014.0,10.14
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_6000_5000.tif,85-48,0,364.0,3.64
O2023_85_45_1_0026_00002354_3000_5000.tif,85-45,2,O2023_85_48_1_0053_00000196_7000_5000.tif,85-48,0,936.0,9.36
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000195_7000_7000.tif,85-48,0,297.0,2.97
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000199_7000_0.tif,85-48,0,330.0,3.3
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000195_8000_7000.tif,85-48,0,803.0,8.03
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000199_8000_0.tif,85-48,0,770.0,7.7
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000561_2000_2000.tif,85-48,0,1071.0,10.71
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000561_1000_2000.tif,85-48,0,629.0,6.29
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000197_8000_3000.tif,85-48,0,1950.0,19.5
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000197_7000_3000.tif,85-48,0,650.0,6.5
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000563_1000_5000.tif,85-48,0,1344.0,13.44
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000563_2000_5000.tif,85-48,0,1856.0,18.56
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000564_1000_7000.tif,85-48,0,1980.0,19.8
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000564_2000_7000.tif,85-48,0,2420.0,24.2
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000195_7000_6000.tif,85-48,0,1458.0,14.58
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000195_8000_6000.tif,85-48,0,3942.0,39.42
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000560_1000_0.tif,85-48,0,1904.0,19.04
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000560_2000_0.tif,85-48,0,3696.0,36.96
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000198_8000_1000.tif,85-48,0,4970.0,49.7
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000198_7000_1000.tif,85-48,0,2030.0,20.3
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000562_1000_3000.tif,85-48,0,2886.0,28.86
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000562_2000_3000.tif,85-48,0,4514.0,45.14
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000196_7000_4000.tif,85-48,0,2436.0,24.36
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0053_00000196_8000_4000.tif,85-48,0,6264.0,62.64
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000564_2000_6000.tif,85-48,0,4840.0,48.4
O2023_85_45_1_0026_00002354_4000_3000.tif,85-45,2,O2023_85_48_1_0054_00000564_1000_6000.tif,85-48,0,3960.0,39.6
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000199_7000_1000.tif,85-48,0,330.0,3.3
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000561_1000_3000.tif,85-48,0,629.0,6.29
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000197_7000_4000.tif,85-48,0,650.0,6.5
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000563_1000_6000.tif,85-48,0,1344.0,13.44
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000560_2000_1000.tif,85-48,0,3696.0,36.96
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000560_1000_1000.tif,85-48,0,1904.0,19.04
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000198_7000_2000.tif,85-48,0,2030.0,20.3
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000198_8000_2000.tif,85-48,0,4970.0,49.7
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000562_1000_4000.tif,85-48,0,2886.0,28.86
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000562_2000_4000.tif,85-48,0,4514.0,45.14
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000196_8000_5000.tif,85-48,0,6264.0,62.64
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000196_7000_5000.tif,85-48,0,2436.0,24.36
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000195_7000_7000.tif,85-48,0,2403.0,24.03
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000199_7000_0.tif,85-48,0,2670.0,26.7
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000195_8000_7000.tif,85-48,0,6497.0,64.97
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000199_8000_0.tif,85-48,0,6230.0,62.3
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000561_2000_2000.tif,85-48,0,5229.0,52.29
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000561_1000_2000.tif,85-48,0,3071.0,30.71
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000197_8000_3000.tif,85-48,0,5550.0,55.5
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000197_7000_3000.tif,85-48,0,1850.0,18.5
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000563_1000_5000.tif,85-48,0,2856.0,28.56
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000563_2000_5000.tif,85-48,0,3944.0,39.44
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000564_1000_7000.tif,85-48,0,2520.0,25.2
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000564_2000_7000.tif,85-48,0,3080.0,30.8
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000195_7000_6000.tif,85-48,0,1242.0,12.42
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000195_8000_6000.tif,85-48,0,3358.0,33.58
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000560_1000_0.tif,85-48,0,1496.0,14.96
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000560_2000_0.tif,85-48,0,2904.0,29.04
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000198_8000_1000.tif,85-48,0,2130.0,21.3
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000198_7000_1000.tif,85-48,0,870.0,8.7
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000562_1000_3000.tif,85-48,0,1014.0,10.14
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000562_2000_3000.tif,85-48,0,1586.0,15.86
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000196_7000_4000.tif,85-48,0,364.0,3.64
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0053_00000196_8000_4000.tif,85-48,0,936.0,9.36
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000564_2000_6000.tif,85-48,0,660.0,6.6
O2023_85_45_1_0026_00002354_4000_4000.tif,85-45,2,O2023_85_48_1_0054_00000564_1000_6000.tif,85-48,0,540.0,5.4
