cell,route,fold,n_contam,n_clean,acc_contam,acc_clean,d_acc,miou_contam,miou_clean,d_miou,n_macro_contam,n_macro_clean,iou_contam_asfalt,iou_clean_asfalt,d_asfalt,iou_contam_fliser,iou_clean_fliser,d_fliser,iou_contam_grus,iou_clean_grus,d_grus,iou_contam_ubefestet,iou_clean_ubefestet,d_ubefestet,iou_contam_green_roof,iou_clean_green_roof,d_green_roof,iou_contam_drivhus,iou_clean_drivhus,d_drivhus,iou_contam_betonflade,iou_clean_betonflade,d_betonflade,iou_contam_brosten,iou_clean_brosten,d_brosten,iou_contam_solceller,iou_clean_solceller,d_solceller
swin_upernet_6ch_unw,84-41,2,61,282,0.9892037106292232,0.9771242884388073,0.012079422190415912,0.9373898150461433,0.3668211362258539,0.5705686788202894,2,5,0.8861087780728955,0.07963061066632841,0.8064781674065671,0.0,0.0,0.0,0.0,0.1295606547211089,-0.1295606547211089,0.9886708520193912,0.9771511203911247,0.011519731628266472,,,,,,,,0.0,,,,,0.0,0.6477632953507073,-0.6477632953507073
swin_upernet_6ch_unw,85-45,2,173,228,0.9740103999551118,0.8392753097040525,0.13473509025105934,0.9593556699518136,0.7280306809104391,0.23132498904137455,3,2,,0.0,,,,,0.988024026776792,0.0,0.988024026776792,0.9476718004143024,0.6132139154789547,0.3344578849353478,,,,,,,,,,,,,0.9423711826643467,0.8428474463419234,0.09952373632242328
swin_upernet_rgb,82-20,2,522,86,0.8483578029495586,0.7757305187508612,0.07262728419869746,0.3100794732244995,0.3068677142723643,0.003211758952135213,8,7,0.6868009117135903,0.621286374793667,0.06551453691992326,0.34409205688001815,0.26369231961551787,0.08039973726450028,0.41597460923750196,0.34261203641904286,0.07336257281845909,0.8743957308740463,0.8460810145300812,0.028314716343965096,,,,0.15742340728781706,0.06819751381215469,0.08922589347566237,9.591299953150189e-05,0.0,9.591299953150189e-05,0.001853156803490846,0.006204740736086458,-0.004351583932595612,0.0,,
swin_upernet_rgb,84-40,0,62,600,0.9865249956900901,0.8147871472866851,0.171737848403405,0.6216174757279762,0.23408832870316992,0.3875291470248063,3,9,0.8795097822702027,0.592778524012775,0.28673125825742773,0.0,0.14028711595316468,-0.14028711595316468,0.0,0.210067674146535,-0.210067674146535,0.985342644913726,0.8970109375533135,0.08833170736041251,,0.16755377438241648,,,0.0,,0.0,0.005919872359865563,-0.005919872359865563,,0.060111541207453476,,,0.0330655187130054,
swin_upernet_rgb,84-41,2,61,282,0.9921064848985652,0.9739077511990089,0.01819873369955638,0.9529778669582527,0.3739894211245567,0.578988445833696,2,5,0.914401498053954,0.2205900788295762,0.6938114192243778,0.0,0.0,0.0,0.0,0.10141014630775713,-0.10141014630775713,0.9915542358625515,0.9741358637126278,0.0174183721499237,,,,0.0,,,,,,,0.0,,,0.5738110167728223,
swin_upernet_rgb,85-45,2,173,228,0.9688246992556562,0.7972513966445373,0.17157330261111892,0.9547812670664237,0.6563490533217279,0.29843221374469586,3,2,0.0,0.0,0.0,,,,0.9967377034798355,0.0,0.9967377034798355,0.9353488510753881,0.5063629979004529,0.4289858531749352,,,,,,,,,,,,,0.9322572466440477,0.8063351087430028,0.1259221379010449
swin_upernet_rgb_unw,82-20,2,522,86,0.8530108230102754,0.7741532833210187,0.07885753968925668,0.29701292877784047,0.3001199925609154,-0.0031070637830749592,8,7,0.6771516130187314,0.623172391572001,0.0539792214467304,0.34736383470594057,0.25088147699220803,0.09648235771373254,0.43137604989389844,0.30006030963701136,0.13131574025688708,0.898791913966497,0.8628015365056372,0.03599037746085987,,,,0.005577366485947529,0.054004444015071006,-0.04842707752912348,0.0001289224922037422,0.0,0.0001289224922037422,0.0008812345610480447,0.009919789204479406,-0.009038554643431361,0.01483249509845708,,
swin_upernet_rgb_unw,84-40,0,62,600,0.9880770044875571,0.8280488670979952,0.1600281373895619,0.6271928785323386,0.23510506343610033,0.3920878150962383,3,9,0.8946835515610955,0.6059132817753383,0.28877026978575715,,0.16319103753266287,,0.0,0.12922268206967968,-0.12922268206967968,0.9868950840359204,0.9155869905771793,0.07130809345874112,,0.0,,,0.03555807549003726,,,0.18144788103696946,,,0.0849303469181276,,,9.527552490859505e-05,
swin_upernet_rgb_unw,84-41,2,61,282,0.9891771375247046,0.9819904425507014,0.007186694974003149,0.9354846961331371,0.41445518210180643,0.5210295140313307,2,5,0.8826564926599713,0.2237637445575242,0.658892748102447,0.0,0.0,0.0,0.0,0.13254379884098563,-0.13254379884098563,0.988312899606303,0.9820877717805352,0.0062251278257677845,,,,,,,,0.0,,,0.0,,,0.7338805953299871,
swin_upernet_rgb_unw,85-45,2,173,228,0.9730584695535275,0.8149073881801486,0.15815108137337885,0.962145972701097,0.6753769608290421,0.28676901187205495,3,2,0.0,,,,,,0.9983849313464559,0.0,0.9983849313464559,0.9477330648307227,0.5478779376735542,0.39985512715716853,,,,,,,,,,,0.0,,0.9403199219261126,0.80287598398453,0.1374439379415826
unet_resnet34_10ch,82-20,2,522,86,0.7679314449672708,0.6700373636614778,0.09789408130579302,0.2207171332058561,0.21198630603741586,0.00873082716844023,8,7,0.4932014405447212,0.4586155066628329,0.0345859338818883,0.0997514078856085,0.0653349877403262,0.0344164201452823,0.25389800131350193,0.23367178596012142,0.02022621535338051,0.8147534180939459,0.7123877457275101,0.10236567236643579,0.0,0.0,0.0,0.09450644735372751,0.01389411617112031,0.0806123311826072,0.00023809249106628727,0.0,0.00023809249106628727,0.0006144819520704077,0.0,0.0006144819520704077,0.008773776012206993,0.0,0.008773776012206993
unet_resnet34_10ch,84-40,0,62,600,0.9638564142335441,0.7754635355519175,0.18839287868162657,0.5442133567428512,0.1765796467819912,0.36763370996086,3,9,0.6585123264264305,0.4984243758000114,0.16008795062641912,0.0,0.11681101003343382,-0.11681101003343382,0.0,0.1524402141144748,-0.1524402141144748,0.974127743802123,0.801419732706762,0.17270801109536094,,0.0,,0.0,0.00814987298899238,-0.00814987298899238,0.0,0.0002828590974787528,-0.0002828590974787528,,0.0,,0.0,0.011688756296767251,-0.011688756296767251
unet_resnet34_10ch,84-41,2,61,282,0.9772857197904755,0.7076314841129934,0.26965423567748215,0.871996016768998,0.2657933095717607,0.6062027071972372,2,5,0.7541914038674321,0.08195719819475379,0.6722342056726783,0.0,0.000533153453498252,-0.000533153453498252,0.0,0.00731445374073355,-0.00731445374073355,0.9898006296705637,0.7056550375377053,0.2841455921328584,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5335067049321127,-0.5335067049321127
unet_resnet34_10ch,85-45,2,173,228,0.928392116802742,0.9130361599601203,0.015355956842621699,0.9026761545368857,0.8554435743833895,0.047232580153496184,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.9643345204085626,0.0,0.9643345204085626,0.8956819109479905,0.8007498631600568,0.09493204778793374,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.8480120322541038,0.910137285606722,-0.062125253352618204
unet_resnet34_10ch_unw,82-20,2,522,86,0.7676860971777411,0.6891861395413613,0.07849995763637974,0.2138303751153832,0.2229308686282608,-0.009100493512877617,8,7,0.4971440803180428,0.5059491807281248,-0.008805100410081979,0.15453265341995437,0.09947735564504943,0.055055297774904935,0.20200757469675998,0.20344978513274134,-0.0014422104359813614,0.8277713796304831,0.7511679253055644,0.07660345432491866,0.0,0.0,0.0,0.0,0.0,0.0,0.0007790244265572887,0.0,0.0007790244265572887,0.0006646296997166093,0.0004718335863455463,0.00019279611337106304,0.027743658731551345,0.0,0.027743658731551345
unet_resnet34_10ch_unw,84-40,0,62,600,0.9630737248965677,0.7849961870377204,0.17807753785884728,0.5416606295185434,0.18020679349701466,0.3614538360215288,3,9,0.6505444825444825,0.5171580210531302,0.13338646149135225,0.0,0.11734004724988847,-0.11734004724988847,0.0,0.15597545518168035,-0.15597545518168035,0.974437406011148,0.8249602738150268,0.14947713219612124,,0.0,,,0.0,,0.0,0.0004239647876591589,-0.0004239647876591589,,0.0,,0.0,0.006003379385746944,-0.006003379385746944
unet_resnet34_10ch_unw,84-41,2,61,282,0.9839455633898383,0.7392920003945,0.24465356299533825,0.907659698964493,0.16882681374734548,0.7388328852171475,2,5,0.8264728211222536,0.054436114110369326,0.7720367070118843,0.0,0.008120770834864764,-0.008120770834864764,0.0,0.008005381932859901,-0.008005381932859901,0.9888465768067323,0.7449265476701855,0.24392002913654676,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028645254188447922,-0.028645254188447922
unet_resnet34_10ch_unw,85-45,2,173,228,0.9006376978400953,0.8935248399703476,0.007112857869747691,0.785530152430046,0.8289938602667466,-0.043463707836700616,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6609328085247556,0.0,0.6609328085247556,0.8445281933234458,0.7849709192424837,0.05955727408096201,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.8511294554419369,0.8730168012910093,-0.02188734584907248
unet_resnet34_6ch,82-20,2,522,86,0.7662599302727641,0.7124465886002996,0.05381334167246443,0.23313818160594751,0.2576246573705846,-0.024486475764637083,8,7,0.45407781769715466,0.5336324597820583,-0.07955464208490365,0.12135370354636707,0.11183387965697089,0.009519823889396178,0.25690315545902326,0.24031509795252926,0.016588057506494003,0.889559644343212,0.8499623245576009,0.039597319785611096,0.0,,,0.10192640750313074,0.06762883964493263,0.03429756785819811,0.00018740663455526062,0.0,0.00018740663455526062,0.0030748922622976277,0.0,0.0030748922622976277,0.03802242540183951,0.0,0.03802242540183951
unet_resnet34_6ch,84-40,0,62,600,0.9723602954910379,0.7564277552257681,0.21593254026526976,0.5744514488124944,0.1685123503951561,0.40593909841733833,3,9,0.7421728693161878,0.3949756287974157,0.34719724051877204,0.0,0.09654805245951328,-0.09654805245951328,0.0,0.15925334232586275,-0.15925334232586275,0.9811814771212953,0.8415697346849973,0.13961174243629804,,0.0,,0.0,0.007561628971550643,-0.007561628971550643,0.0,2.6097286203582007e-05,-2.6097286203582007e-05,,0.0,,0.0,0.01667666903086184,-0.01667666903086184
unet_resnet34_6ch,84-41,2,61,282,0.986665560307172,0.7711172004647504,0.2155483598424216,0.9226870669463068,0.27888795857940324,0.6437991083669035,2,5,0.8556442886055874,0.19251378920662482,0.6631304993989626,0.0,0.002911315890110161,-0.002911315890110161,0.0,0.007879464789495116,-0.007879464789495116,0.9897298452870261,0.7701527801883019,0.2195770650987242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.42098244282248426,
unet_resnet34_6ch,85-45,2,173,228,0.9635288778028632,0.9083723018858566,0.05515657591700662,0.9285984682842209,0.8521351924131104,0.07646327587111046,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.9237345112271012,0.0,0.9237345112271012,0.9297282117533657,0.789497858495259,0.14023035325810673,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.9323326818721958,0.9147725263309617,0.017560155541234024
unet_resnet34_6ch_unw,82-20,2,522,86,0.8067093805671123,0.7431930527847587,0.06351632778235361,0.2497711267093587,0.2642684141469321,-0.014497287437573392,8,7,0.5638985072838681,0.5967118914474591,-0.03281338416359092,0.1831003194727924,0.15382775962166248,0.02927255985112992,0.299607629670029,0.25597606857405425,0.04363156109597477,0.8980609000388629,0.8433631793853488,0.05469772065351408,0.0,0.0,0.0,0.0,0.0,0.0,0.0004208872011934122,0.0,0.0004208872011934122,0.0027070417664929484,0.0,0.0027070417664929484,0.05037372824163091,0.0,0.05037372824163091
unet_resnet34_6ch_unw,84-40,0,62,600,0.9758378753774839,0.761235715675303,0.21460215970218088,0.5873938861884963,0.1722770679000372,0.41511681828845914,3,9,0.7770521794567167,0.42207879842460133,0.35497338103211534,0.0,0.095397766575744,-0.095397766575744,0.0,0.13870590038858982,-0.13870590038858982,0.9851294791087724,0.8558518959527178,0.12927758315605453,,0.0,,,0.0,,0.0,0.0005952164756386608,-0.0005952164756386608,,0.0,,0.0,0.03786403328304302,-0.03786403328304302
unet_resnet34_6ch_unw,84-41,2,61,282,0.987859186001121,0.7407396777147807,0.24711950828634033,0.928919414451252,0.17563061449873754,0.7532887999525145,2,5,0.8682979713915833,0.04665971240588078,0.8216382589857025,0.0,0.00294513040061219,-0.00294513040061219,0.0,0.00704175610923098,-0.00704175610923098,0.9895408575109208,0.7405629450065966,0.24897791250432422,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0809435285713671,
unet_resnet34_6ch_unw,85-45,2,173,228,0.9541602681067676,0.863485614792778,0.0906746533139896,0.8951284558592412,0.8052706527018347,0.08985780315740644,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8317185440243191,0.0,0.8317185440243191,0.9173523237102635,0.7177723412446478,0.1995799824656157,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.9363144998431409,0.8927689641590215,0.04354553568411934
unet_resnet34_rgb,82-20,2,522,86,0.7818481691509206,0.7460673431428598,0.03578082600806076,0.2566572116098236,0.2785716128602032,-0.021914401250379634,8,7,0.48595201286284184,0.6240999507513956,-0.13814793788855373,0.21435308308524215,0.21675469788591106,-0.0024016148006689164,0.29572957172580316,0.2425965189302106,0.05313305279559258,0.8751730056842192,0.8170972621823545,0.05807574350186473,0.0,0.0,0.0,0.10488823208700393,0.04579045514192969,0.05909777694507424,1.6794735857992672e-05,0.0,1.6794735857992672e-05,0.00031470597589820933,0.0036624051296209694,-0.00334769915372276,0.07683028672172218,0.0,0.07683028672172218
unet_resnet34_rgb,84-40,0,62,600,0.9820216638771574,0.8171597090826348,0.1648619547945226,0.6079534021490048,0.21529042511732532,0.3926629770316795,3,9,0.8366727769757337,0.5318234329954994,0.30484934398023433,0.0,0.14573990213627105,-0.14573990213627105,0.0,0.2753933663838335,-0.2753933663838335,0.9871874294712809,0.9260787294366614,0.061108700034619545,,0.0,,0.0,0.0029058208179120913,-0.0029058208179120913,0.0,0.05381728671617714,-0.05381728671617714,,0.0,,,0.0018552875695732839,
unet_resnet34_rgb,84-41,2,61,282,0.9894468010170565,0.9214043795813986,0.06804242143565786,0.9407827667596828,0.23023846336986548,0.7105443033898173,2,5,0.8899200583432428,0.1369928188397645,0.7529272395034783,0.0,0.005320203742839822,-0.005320203742839822,0.0,0.030379974308971228,-0.030379974308971228,0.9916454751761227,0.9234209043580979,0.0682245708180248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.05507841559965404,
unet_resnet34_rgb,85-45,2,173,228,0.9646318699432962,0.9132736048347845,0.051358265108511714,0.9374702845601505,0.8503201386368847,0.08715014592326575,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.9414940775149474,0.0,0.9414940775149474,0.9361821149152915,0.8062775548190342,0.12990456009625728,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9347346612502125,0.8943627224547352,0.04037193879547729
unet_resnet34_rgb_unw,82-20,2,522,86,0.8132425698193967,0.7648365185514846,0.04840605126791209,0.2569836498387101,0.284468191766437,-0.027484541927726924,8,7,0.5881806749975838,0.6466105654516946,-0.058429890454110844,0.24012173754481725,0.2278480078097674,0.012273729735049838,0.31063119854512794,0.2624306822592013,0.04820051628592664,0.8950505470829881,0.8392795498291388,0.055770997253849375,0.0,,,0.0,0.0,0.0,3.0462152875889835e-05,0.0,3.0462152875889835e-05,0.0007508417339803459,0.015108537015256789,-0.014357695281276443,0.02110373665230752,0.0,0.02110373665230752
unet_resnet34_rgb_unw,84-40,0,62,600,0.9855096793272631,0.8219486714056067,0.1635610079216564,0.6192506053295995,0.21531616561934394,0.40393443971025556,3,9,0.870533874048884,0.5575546399678181,0.312979234081066,0.0,0.1455906395927921,-0.1455906395927921,0.0,0.2589621549742175,-0.2589621549742175,0.9872179419399144,0.9230240447073488,0.06419389723256563,,0.0,,,0.0,,0.0,0.05032744195681628,-0.05032744195681628,,0.0,,,0.002386569375102869,
unet_resnet34_rgb_unw,84-41,2,61,282,0.9897638167578281,0.8393277117947433,0.1504361049630848,0.9413030610590764,0.21384860984338797,0.7274544512156884,2,5,0.8913313054472439,0.12890498949739718,0.7624263159498468,0.0,0.00023713209652671222,-0.00023713209652671222,0.0,0.011994025856556553,-0.011994025856556553,0.9912748166709088,0.8415383812520458,0.14973643541886295,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08656852051441347,-0.08656852051441347
unet_resnet34_rgb_unw,85-45,2,173,228,0.9626745234167478,0.8714576914764227,0.09121683194032504,0.922486882645415,0.8138904024960064,0.10859648014940859,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8946490447557086,0.0,0.8946490447557086,0.9334251803900508,0.7613772948805912,0.1720478855094596,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.9393864227904856,0.8664035101114216,0.07298291267906398
